location,sqft,bedrooms,bathrooms,age,price
Urban,2853,6,2,75,1643360.0036744052
Suburban,1180,7,1,99,874556.1362162274
Rural,3880,1,2,98,789068.5661954355
Suburban,903,2,2,6,544118.3540151782
Rural,4388,5,5,78,1056783.536963313
Suburban,3964,3,2,72,1503039.3699473531
Suburban,1634,5,5,82,1002393.0265550815
Rural,4994,4,3,10,1114894.1761321775
Urban,5777,4,3,98,2762896.6035245415
Suburban,4645,3,1,5,1776089.0103340712
Urban,1430,5,2,45,1085130.004979285
Urban,5993,5,4,41,3080084.505949441
Urban,4372,2,5,42,2231492.1102235783
Suburban,4062,6,3,94,1748496.035524862
Urban,5454,7,5,19,3089677.8993599406
Suburban,4846,7,3,30,2127599.8346080463
Rural,5461,2,2,59,1046867.5102671356
Rural,571,1,1,70,145571.87572330114
Rural,1577,5,2,40,555332.9767712116
Rural,2599,1,2,51,532461.6638959143
Suburban,1369,7,4,48,1009375.4015316758
Suburban,3030,7,1,66,1437420.8278660942
Rural,4712,1,2,63,938453.8881352452
Suburban,5218,6,4,5,2298914.1276547248
Rural,2285,5,5,56,601501.6436512293
Suburban,4828,6,1,13,1993927.3867324274
Rural,1678,5,3,10,432946.70789617917
Suburban,2242,5,3,14,1183525.237080017
Rural,4060,1,2,89,788651.1025128968
Rural,5766,4,2,62,1169709.4840897757
Rural,5878,6,3,87,1280396.1511739902
Rural,1391,7,5,23,696855.1984801018
Urban,5890,3,3,57,2714979.0371014276
Suburban,4040,4,4,1,1848407.0561762676
Rural,3613,5,2,82,858705.9748532941
Rural,4590,7,1,46,1092934.2658331792
Urban,2240,4,5,40,1583235.1499782177
Rural,1358,1,2,83,307135.0442202457
Suburban,4320,6,2,36,1834763.9945515422
Urban,2702,6,5,92,1746782.126767365
Urban,1086,3,5,46,995716.9935328572
Suburban,5239,1,4,43,2002804.2916690002
Suburban,1125,2,4,79,607547.8684108886
Suburban,1601,1,5,96,799217.9142886531
Urban,5582,4,2,40,2604848.4295442062
Rural,1595,1,1,87,243275.48724247466
Urban,1641,2,3,20,1102155.9692504879
Suburban,3434,2,5,6,1519651.8669831255
Urban,5406,4,1,14,2679912.370881954
Rural,1852,2,4,6,632677.4277470078
Urban,2619,1,4,46,1367274.2475982343
Rural,1243,4,4,83,474091.0074545119
Rural,4247,3,3,11,1009288.4428121746
Suburban,509,7,2,31,747602.7675166008
Suburban,3843,7,1,51,1694339.8814129145
Suburban,4847,1,1,1,1848678.1410894636
Suburban,2320,5,3,34,1218282.367787009
Suburban,3385,6,4,69,1553424.235209526
Urban,1628,3,4,66,1033947.1873197757
Urban,3187,4,4,34,1799550.2077495158
Urban,5535,7,5,26,3145081.848383086
Suburban,4432,5,1,70,1687064.1765315412
Urban,4626,3,5,87,2450322.1162132965
Rural,4306,5,4,40,1038254.2375051867
Suburban,5647,5,1,84,2255344.5578943
Rural,2484,1,5,83,630914.0871932321
Urban,4366,5,3,28,2221487.728816314
Suburban,4419,5,4,86,1892668.7156051057
Suburban,3944,2,5,84,1614032.8246336111
Suburban,1608,5,5,61,1087418.2823529935
Suburban,4900,6,1,89,1947389.3110670496
Suburban,5076,4,4,97,2008314.438805372
Urban,3038,5,5,49,1873538.149095686
Suburban,5829,2,1,67,2061149.3549292777
Rural,3550,2,1,29,687119.9549206075
Suburban,2244,4,5,76,1208688.1003560096
Rural,5900,3,4,47,1269457.6193156487
Suburban,948,5,2,57,692226.9585618764
Rural,4808,7,1,23,1074372.5692292473
Suburban,4767,5,3,12,2205648.8624483184
Suburban,2843,3,4,100,1282317.1360360715
Rural,4074,2,2,100,770250.1967860431
Suburban,1080,4,2,29,727347.5932379217
Urban,3697,5,4,1,2213954.0009893347
Suburban,1467,1,4,32,729504.2920161551
Urban,3026,3,3,12,1736957.1517856882
Urban,5136,1,1,48,2227883.5666042157
Urban,5860,6,2,8,2967195.0190987093
Urban,5870,4,3,64,2840831.577560743
Rural,5020,2,5,71,1062382.7232578145
Rural,5989,3,4,17,1239029.0730976488
Rural,3751,2,4,41,845034.2554202612
Urban,1981,5,2,9,1382666.7969895438
Rural,1124,1,1,41,340543.85367140966
Suburban,583,2,5,14,647070.8558589652
Urban,5308,2,5,17,2684344.2884833105
Suburban,2473,5,3,88,1221323.626295301
Rural,4477,3,2,88,914682.7175573636
Rural,5334,5,5,11,1297140.0148062282
Urban,567,6,2,73,694266.2472616704
Urban,2562,2,1,51,1204797.7128128323
Urban,2560,5,4,40,1658970.3810476402
Urban,4404,1,1,33,2066375.3168769416
Urban,5661,7,4,14,3150532.0222241846
Suburban,5220,4,1,67,1962790.1455373694
Rural,3805,2,3,46,851008.0936527273
Suburban,4213,6,1,27,1860106.544874471
Urban,1978,2,4,53,1179086.2935821477
Urban,1400,7,2,90,1156496.7894969825
Urban,1799,7,2,99,1264453.0092981602
Suburban,972,2,2,88,519579.2694305082
Urban,2167,3,1,11,1147543.8886244674
Suburban,3948,4,2,88,1469364.009924301
Suburban,5528,4,2,26,2251139.8955298187
Rural,3499,1,1,3,725699.9757132537
Rural,1490,3,1,48,437355.7384012439
Urban,5901,7,5,52,3264520.1851281305
Urban,766,6,2,39,968683.2056318888
Suburban,4526,1,1,70,1516957.9589247385
Rural,5245,7,1,65,1179248.8166248514
Urban,1666,5,5,89,1324171.1462166752
Suburban,5312,6,1,1,2194907.0352249173
Suburban,5141,1,1,39,1854827.7457982833
Urban,1770,3,3,40,1137824.1413783357
Suburban,5156,4,3,97,2038142.0211037537
Urban,4749,5,1,76,2222295.9708656273
Suburban,5558,2,4,96,2058402.6558129357
Urban,1962,4,4,79,1199443.3959232713
Rural,5632,7,4,83,1346396.5788840028
Suburban,3704,5,3,31,1785744.5489809955
Urban,2289,4,2,100,1170118.3822830769
Urban,4425,3,1,75,2089101.8088015607
Rural,765,7,2,71,447652.89566266915
Rural,2171,7,2,55,664049.1656156549
Suburban,547,4,1,76,509763.41718481947
Rural,857,2,5,88,376826.18896387256
Rural,4453,2,3,7,888442.485593612
Urban,5443,4,4,11,2700121.0569186937
Urban,855,5,1,7,881015.1544703342
Urban,5987,4,4,88,2831732.2244490357
Urban,5859,3,4,73,2756082.5368437376
Rural,3148,3,2,97,628496.9992562929
Suburban,1752,3,2,95,924229.4459794913
Suburban,3706,1,5,9,1504669.6505705942
Rural,833,5,1,15,354545.5037499341
Suburban,674,7,4,11,866136.162998047
Rural,2913,3,4,26,791709.1072652313
Urban,1546,2,1,83,1020849.7241768723
Rural,4911,7,5,42,1173220.2212885024
Suburban,3731,2,3,90,1462823.362467184
Suburban,1137,5,2,37,878234.3841622897
Urban,4202,4,3,27,2208786.0065923985
Suburban,2781,2,4,93,1152210.5615367417
Suburban,2555,1,5,18,1224278.0363091957
Urban,5497,6,3,59,2793333.74803306
Urban,662,7,3,11,1061268.5763003796
Urban,3530,4,4,60,1933951.0524518965
Suburban,4111,7,5,25,2021964.862149723
Rural,4992,6,1,37,1027948.4423047083
Suburban,2486,6,4,77,1349681.7157401948
Urban,5032,4,3,44,2561535.1543073836
Rural,2380,4,3,20,671503.765777229
Rural,1581,1,4,90,421317.69534445234
Urban,3931,3,3,4,2113140.2768317377
Rural,5329,1,2,55,992485.8222513814
Suburban,5598,4,4,87,2227312.0357813677
Suburban,4192,5,5,18,1899324.2244254833
Suburban,5319,2,2,71,1940930.9541374254
Urban,3330,6,4,56,2039176.513780938
Suburban,587,5,2,92,508528.6292089888
Urban,2767,7,1,96,1615412.5838919594
Rural,4763,3,1,23,1010448.6167899146
Suburban,5510,6,3,53,2368763.0708876094
Suburban,4961,2,4,29,1951047.0095940565
Suburban,5789,7,3,58,2364147.3834178797
Rural,1479,7,3,76,568618.6712997319
Rural,5874,3,5,0,1368354.6030220317
Suburban,4078,6,2,53,1744075.805502137
Urban,4541,4,4,74,2338997.7856150726
Suburban,5346,2,4,96,2008405.0485646422
Rural,5805,3,2,4,1248555.1452638367
Urban,1705,3,1,41,1050567.0223202063
Suburban,3022,6,4,55,1505371.9268165734
Rural,1290,4,3,89,401561.4614279198
Urban,2864,6,2,12,1773447.9832647042
Suburban,4884,5,2,78,2013659.4789499932
Rural,947,7,4,41,438034.20379293896
Urban,4115,6,4,44,2359058.8926041382
Urban,4423,1,1,57,1967619.1978175289
Urban,2354,4,3,97,1424812.3295491177
Rural,3922,5,3,56,891522.8031605115
Suburban,1886,7,3,73,1095920.7008257345
Rural,2966,5,3,57,746949.6736001405
Urban,815,3,2,22,798850.2630174784
Urban,2747,2,3,24,1537912.608753599
Rural,4517,5,5,19,1114321.440628307
Suburban,5847,6,4,13,2412973.86695736
Rural,2007,3,2,1,535081.668845113
Suburban,2931,5,5,35,1514540.0530045014
Suburban,3434,5,1,72,1550882.5728134527
Rural,956,7,3,43,519885.3343173898
Rural,1323,5,1,26,357459.1457102456
Suburban,1749,6,5,9,1406558.5848434041
Suburban,3211,1,5,73,1222767.5854499936
Rural,871,5,5,37,582179.7539402979
Rural,2127,7,1,67,608355.8707982113
Urban,4258,3,4,30,2148110.4774115058
Suburban,1299,1,4,36,720857.4717369362
Urban,5929,1,5,46,2839935.675875762
Rural,4084,1,2,37,866577.3161849661
Urban,1430,6,5,43,1340128.4001001636
Suburban,3824,6,2,73,1705442.1232620664
Rural,4174,4,1,44,831200.0503282233
Suburban,3660,4,3,50,1655640.7726467538
Suburban,2143,5,2,55,1110961.6850906198
Rural,5401,5,5,17,1426276.4421096586
Rural,4527,2,3,16,990220.0611010056
Rural,3911,2,5,46,915199.2801583715
Suburban,4419,6,1,35,1797648.2578233294
Rural,1251,2,4,16,459961.6134379635
Urban,1276,3,1,17,800590.3402066921
Suburban,4704,1,2,33,1785821.557106412
Suburban,4688,6,3,2,2122410.686521315
Suburban,5901,3,1,2,2230796.0284792995
Rural,2694,1,5,53,684785.0985393577
Urban,2577,3,4,6,1507152.3193377112
Suburban,3356,3,1,24,1462817.2305498486
Suburban,3473,4,3,77,1531195.1027934048
Rural,1196,1,3,49,288004.51922886353
Rural,3113,2,1,10,659459.4330473556
Suburban,5647,2,3,82,2029889.3000694423
Urban,3013,4,4,9,1793219.3847027996
Rural,5537,6,2,86,1185491.0099878202
Suburban,5042,3,3,83,1887703.8165768972
Suburban,5747,2,5,33,2343253.0662988564
Rural,5916,3,5,18,1334533.155296979
Suburban,2838,4,3,89,1212265.429023772
Suburban,4183,2,3,4,1681436.2754221782
Urban,2611,3,2,90,1351041.9276423182
Urban,5147,5,1,72,2410496.820994427
Rural,3033,7,3,20,809330.8477498065
Suburban,3743,3,1,85,1302337.3944876273
Urban,4531,2,5,8,2295895.0461686994
Suburban,560,2,1,95,329287.279508593
Rural,4913,6,3,73,1120981.474498971
Suburban,1558,3,5,63,854182.3140088919
Rural,3121,6,5,14,888986.421235049
Urban,3396,2,1,37,1621803.3016249698
Rural,4458,5,5,34,1025710.5528769591
Suburban,3702,2,4,62,1616768.2648497846
Suburban,3561,4,5,11,1787366.0420788534
Rural,4243,7,4,74,1048701.3000610769
Urban,770,3,5,50,835136.7926535401
Rural,3431,7,1,78,779236.5854592399
Suburban,2247,4,5,49,1221580.9876341366
Suburban,2881,2,3,21,1350736.5213564313
Suburban,565,7,1,59,606756.74378604
Urban,5700,7,1,92,2806040.6075853514
Urban,3852,6,2,57,2097163.4123428618
Urban,2427,5,5,38,1619213.865935656
Urban,2549,5,2,24,1549535.1603220047
Rural,766,1,2,6,239645.39461744152
Urban,5729,7,4,27,3039880.2583569507
Urban,4044,2,1,98,1814307.9793573644
Suburban,5621,5,4,80,2334213.0488457526
Rural,3147,7,1,19,758349.2380165798
Suburban,3279,7,4,53,1676398.9723001975
Suburban,1366,3,2,4,788805.1315558028
Urban,4673,4,1,18,2331689.7266919822
Urban,4706,4,2,70,2309144.186839694
Suburban,2339,3,3,46,1075045.762434051
Rural,1383,2,2,2,405731.37196138874
Suburban,646,4,3,12,714536.4390285673
Urban,3737,2,1,75,1654600.2867742258
Rural,629,2,1,69,100542.35898019791
Suburban,1430,2,2,17,738414.3174583723
Rural,2114,2,2,56,500198.5435917245
Suburban,5064,7,4,12,2283468.8485698625
Rural,2141,4,5,93,602301.2306282964
Urban,5836,1,2,72,2564418.301825763
Urban,985,1,4,87,582067.0539265232
Urban,2855,4,1,73,1598721.577901061
Rural,5294,6,4,10,1282973.2289098278
Urban,1964,1,5,95,1032379.2278834325
Suburban,4254,7,1,11,1854516.9321247814
Rural,3814,3,5,39,980723.629493093
Suburban,3238,6,1,64,1392793.6879777901
Rural,3508,5,2,15,862440.4336954833
Rural,4168,2,1,21,845206.751179454
Rural,3120,2,3,88,579208.305267528
Suburban,1297,5,3,17,996633.9982058168
Suburban,1937,7,2,78,1140605.6144190477
Rural,1360,6,2,80,498538.48840527545
Rural,3235,4,4,8,815120.4717628623
Rural,1521,1,1,31,354629.35564011993
Rural,3585,2,3,15,843270.382713475
Urban,4131,7,5,23,2522834.530929913
Suburban,4687,7,1,42,2088491.6951097168
Rural,2435,4,2,12,651628.9998740491
Rural,5237,6,1,1,1268235.7713724265
Rural,5919,4,5,37,1294988.9695361075
Suburban,651,1,1,50,363910.7892502738
Suburban,2209,4,1,12,1051345.1504884744
Urban,5884,3,1,28,2748150.992606204
Rural,5374,4,4,27,1104431.5405262804
Rural,2908,3,5,84,698438.6246460252
Rural,2510,5,4,50,632838.5035260578
Suburban,3565,7,3,41,1676572.9373656076
Rural,5129,4,1,44,1192575.0571535807
Rural,4858,7,1,78,1149515.9243079396
Urban,5264,3,5,2,2804918.814204689
Suburban,3076,7,1,54,1506884.7768404915
Rural,1589,6,1,97,345516.49009796
Suburban,4661,3,3,64,1834397.0739649504
Urban,5797,4,1,35,2590166.1643071505
Rural,5058,3,1,64,1027754.3315929589
Rural,3366,4,2,58,830657.2214179666
Rural,4224,5,4,10,998108.3002609962
Rural,1356,5,3,8,532264.3896231693
Rural,3306,4,2,9,851102.3032682812
Rural,4902,7,2,3,1140179.4319251485
Rural,5506,2,4,22,1110852.2468450645
Suburban,1386,2,5,11,945403.3989331766
Urban,760,1,4,44,641284.8338918771
Urban,2332,5,1,67,1289684.8562636059
Rural,4283,2,2,19,951260.6525632332
Suburban,4607,6,2,37,2042177.981954209
Suburban,4818,5,5,52,2033756.1443130642
Rural,3616,6,1,22,895753.4105898463
Urban,1560,4,1,37,1010463.3926214331
Urban,5738,1,3,83,2486780.3190663303
Urban,799,7,5,4,1218618.4914247142
Urban,2560,1,3,25,1347074.0250241426
Rural,4526,4,4,81,1072638.6778174224
Urban,5142,6,5,3,2839470.854617171
Rural,4205,5,5,83,1109029.1857999717
Urban,1314,7,5,77,1307183.6094304328
Rural,1517,4,4,59,470305.02490922064
Suburban,4679,2,4,88,1689242.4576401438
Suburban,5658,1,1,43,1907109.2472899454
Rural,2836,4,3,1,786213.0651160097
Urban,3815,5,5,81,2150356.352416682
Rural,858,4,4,3,411756.0090763453
Urban,703,1,1,57,466739.22942722426
Suburban,1810,5,3,82,1010506.1853023545
Suburban,4252,4,1,77,1679137.111281588
Rural,4579,6,5,65,1016144.9960831212
Rural,2239,3,2,7,558340.1918077503
Rural,2595,7,2,60,765342.545173334
Urban,622,6,5,97,966597.7082601069
Urban,4633,3,4,7,2480011.294194075
Rural,2932,2,3,6,722147.8199480651
Rural,950,5,3,18,338919.874386804
Urban,2523,5,3,84,1513739.5240782676
Suburban,5808,1,4,5,2223672.190081545
Urban,3156,7,1,15,1950619.1070508272
Rural,4108,5,5,16,927158.479446627
Urban,5967,3,1,30,2788579.4903659355
Rural,5293,4,2,87,1116748.450255499
Urban,558,6,1,33,837249.5696699113
Rural,1342,2,2,62,358116.24658660137
Urban,4291,4,1,23,2108309.821566049
Suburban,3900,5,2,100,1523564.0423603377
Urban,3692,1,1,43,1614604.4099612222
Suburban,1329,6,5,42,1043240.4827108309
Rural,1037,7,3,62,419366.1405042285
Urban,5592,6,5,81,2928419.4367583715
Rural,5792,7,4,10,1398914.0501572047
Suburban,2726,4,2,48,1336007.0371091657
Urban,5014,4,5,3,2618740.176069848
Urban,5034,3,5,96,2499808.9173573502
Suburban,4436,2,2,18,1680370.9788437064
Urban,5405,2,1,57,2444318.5669322466
Suburban,2976,1,4,29,1235444.751025988
Urban,5970,6,3,49,3060800.3371109585
Suburban,3943,1,1,9,1458921.2846669566
Suburban,3706,6,5,18,1888412.3033660667
Urban,2076,1,3,81,1062739.968617631
Rural,3519,4,4,66,803756.2645953307
Urban,4096,5,3,24,2215466.2389062094
Rural,2439,3,1,85,588446.1268094884
Urban,1722,1,3,94,897560.9108651994
Urban,1532,6,5,65,1380019.2077403532
Rural,4092,5,3,61,929190.1213606138
Rural,1029,2,1,92,176265.8694223278
Suburban,2275,3,2,44,1098353.2299007645
Suburban,956,1,1,82,429231.6578801366
Urban,588,5,5,96,886870.3300063286
Rural,1333,5,3,79,552932.0218563329
Rural,2476,1,2,77,522817.31385804893
Suburban,5063,3,4,72,2041698.2741829334
Rural,4574,7,1,91,1022468.8547688618
Urban,4328,2,3,83,1996552.8965697626
Rural,861,2,4,41,290679.8930224237
Urban,3990,6,2,77,2098392.10820683
Rural,1237,2,3,47,304370.1162445889
Suburban,4643,4,2,94,1783114.0736535098
Urban,2947,3,1,28,1568180.058865668
Urban,2784,3,3,7,1669478.016722002
Rural,1467,2,4,89,389348.6454021786
Suburban,1670,7,1,47,917610.3190333452
Suburban,5367,4,5,14,2323304.7835124168
Rural,516,2,4,98,193742.1109389133
Suburban,3366,5,5,54,1563019.7335379298
Urban,4065,5,5,44,2315916.962067773
Rural,1580,3,3,81,428341.48491185677
Suburban,2249,7,3,58,1276187.5668068377
Urban,3698,7,4,24,2274134.4447531747
Urban,2271,2,5,23,1298935.5905978736
Urban,563,4,2,7,746742.6293269593
Urban,4876,4,3,83,2420943.9611727977
Rural,4549,1,3,85,727683.7456446956
Rural,1027,5,5,80,383981.38948385307
Rural,3155,1,4,32,644687.0394271577
Rural,3971,5,2,54,838752.8866839483
Rural,5372,3,1,44,1087125.4102068003
Rural,3717,4,5,56,839521.3743698817
Rural,4258,6,5,35,1011991.7801392596
Suburban,2439,7,1,18,1293778.3774211048
Urban,1652,4,2,25,1207574.0817872845
Suburban,5143,4,5,100,2009075.5177722236
Urban,2526,1,2,20,1243243.979094699
Suburban,5512,3,5,54,2297323.0680229287
Suburban,1651,6,4,5,1118314.6720613176
Suburban,3635,3,4,4,1699116.134010357
Rural,2471,1,4,3,618666.1994851496
Urban,5014,2,5,33,2511631.7657203856
Urban,595,5,2,0,775260.8261040037
Rural,4616,2,2,57,948220.2059766685
Suburban,2477,5,3,71,1240719.412097333
Suburban,4769,2,5,31,2009223.3551002138
Urban,2028,1,1,88,808102.1142259915
Urban,4038,5,3,100,2005694.0341998008
Suburban,2272,7,3,70,1267242.3128675069
Suburban,4948,6,4,10,2301841.5297390455
Suburban,2537,6,3,63,1403665.9064084294
Suburban,2479,6,1,99,1188599.4145632614
Rural,3204,4,2,52,787245.4287589215
Suburban,645,7,4,79,747602.0938141891
Rural,653,1,1,57,99362.46408014875
Suburban,4077,2,4,78,1609316.5965722222
Rural,4657,2,4,5,1002493.7477347124
Rural,5522,3,1,33,1130336.6549537815
Urban,3707,7,3,21,2220392.36617026
Suburban,3145,7,4,58,1649008.7878492002
Rural,2897,1,1,53,549307.8900846742
Rural,3327,5,3,72,790018.7644034384
Suburban,1262,3,3,52,742769.7421918974
Suburban,3405,1,5,89,1290277.1252855402
Rural,5631,1,2,17,1100171.4704235676
Rural,3360,3,2,8,794691.5543015631
Rural,3464,2,5,7,719401.3226990154
Suburban,795,5,5,60,705773.3645023678
Urban,1003,2,5,13,887384.1675783808
Suburban,3848,2,1,70,1396601.5353118875
Urban,5978,6,5,96,2993578.6324771424
Suburban,879,5,2,51,709344.2605117535
Urban,3414,5,5,82,2058318.7211774727
Urban,4508,4,1,33,2186943.4353902857
Rural,3735,1,2,70,765400.3001919873
Urban,5662,2,3,74,2561592.139142237
Rural,4404,3,5,100,916411.879630665
Urban,2104,3,4,25,1315936.912931129
Urban,2785,3,5,77,1548007.8934291685
Rural,4267,1,5,98,1027525.4065032961
Rural,2793,2,1,18,603791.5991158854
Urban,596,6,1,45,792678.4715174781
Rural,5937,2,4,59,1196712.8537643452
Urban,2768,2,4,60,1549253.2864715836
Suburban,3167,5,1,27,1441036.8362300107
Urban,943,4,1,20,836628.3926106548
Urban,1622,2,5,64,954079.2182975848
Suburban,2317,2,2,41,957509.0843185007
Urban,5396,7,1,88,2608662.772850809
Suburban,573,5,2,83,493460.8054652404
Rural,4954,5,1,7,1085773.3257671297
Suburban,5487,2,1,66,1898706.9762843866
Suburban,3493,3,5,23,1634494.2268317249
Urban,522,3,1,11,616770.553315036
Suburban,1443,4,4,26,890479.8468260284
Urban,4294,4,5,55,2257647.59422462
Rural,3414,4,1,52,951578.3226333153
Suburban,4951,3,2,99,1827302.7027363554
Rural,2161,2,1,12,487970.9046193252
Rural,3378,1,4,100,593917.9812228224
Urban,5917,6,4,49,3139495.04428512
Urban,651,7,2,12,935742.9258638618
Rural,593,2,4,73,235766.48686913121
Rural,2041,7,4,53,665261.7239574835
Urban,3493,4,1,8,1892940.372159232
Urban,2919,6,4,68,1853863.6416200444
Suburban,4776,4,4,18,2072577.6821501916
Rural,3392,4,4,87,737809.7960411694
Rural,1439,4,3,66,435680.71252186026
Rural,782,1,2,42,210972.11854868958
Suburban,810,5,3,4,876249.31012701
Urban,2463,5,2,99,1338868.9156408682
Urban,1658,1,2,47,973880.8363371171
Urban,1018,3,3,65,741397.6602353544
Urban,5334,2,5,90,2509881.307025948
Rural,2269,1,4,40,550076.0251779052
Suburban,3860,2,5,32,1597861.166738781
Urban,974,7,5,73,1161885.8498011848
Urban,4298,3,4,88,2075885.8077958275
Urban,4067,4,3,4,2168311.6987920175
Urban,5544,3,2,36,2669129.2042470174
Rural,4717,2,5,4,1032111.5364810218
Suburban,1764,5,4,26,1092939.023989456
Suburban,3546,3,2,29,1454685.7641070504
Rural,5486,7,4,39,1202088.3950504293
Rural,1448,6,4,90,537433.618804804
Suburban,1470,2,4,53,749601.0767581236
Rural,4263,5,5,100,1041804.2512413127
Urban,2272,6,2,33,1530368.9284643228
Urban,3842,4,1,27,1977868.5403491245
Urban,568,6,5,93,1009537.5583400005
Urban,2422,3,2,9,1378209.3505675367
Urban,2620,5,5,91,1554993.2795081069
Suburban,2031,7,1,91,1118814.346557813
Rural,4781,3,3,66,1008974.1007207026
Suburban,4036,1,4,45,1513032.6992960002
Suburban,3761,1,2,17,1433569.6005676358
Urban,5057,7,2,7,2683531.6814628523
Rural,4395,7,3,3,1087365.304686372
Rural,1406,2,5,42,346242.72446910414
Urban,1530,2,5,13,1144939.3709071002
Suburban,3398,7,4,84,1702512.552109498
Urban,5844,2,4,88,2713338.330131281
Rural,5042,4,4,25,1224714.848683231
Rural,2395,1,4,80,554484.3197874412
Suburban,3067,5,3,40,1397843.7296831857
Urban,1639,1,4,69,865118.2780613904
Rural,603,6,4,62,433382.8050641351
Rural,602,3,1,91,122085.5865646517
Rural,929,5,5,68,477903.2369412991
Rural,1360,1,4,54,350533.24608015775
Urban,607,1,5,58,571468.1816934969
Rural,4839,7,4,60,1053215.4615824574
Urban,5350,2,5,18,2748682.546918341
Urban,4735,6,4,63,2495861.950241264
Urban,2518,4,4,49,1499424.8112003575
Urban,4561,7,5,42,2663555.8019486014
Suburban,1453,3,5,4,988091.2012249388
Suburban,2973,2,4,21,1247238.0977418574
Suburban,5104,1,4,68,1945452.907334372
Urban,4776,1,3,86,1993299.9536268164
Suburban,1683,3,4,31,941386.138644576
Suburban,4025,3,3,55,1576650.618603629
Rural,594,2,3,81,182482.5414840867
Suburban,2299,5,4,86,1161710.1775743307
Urban,3652,7,4,94,2166556.723299082
Rural,4818,2,4,46,1033360.7347911048
Urban,3926,7,3,5,2361449.0765277063
Urban,1093,2,3,0,874218.8365014629
Rural,4168,7,5,34,1200397.3513091656
Suburban,2926,1,4,32,1292973.9335800705
Urban,5608,1,3,64,2472222.4120043456
Rural,4094,2,1,55,858408.2967361283
Suburban,1073,7,4,30,1077265.1209746173
Suburban,989,1,4,45,528959.1539268726
Rural,592,6,1,74,358019.76375077106
Urban,3083,1,2,39,1454423.4307151441
Suburban,5293,6,1,42,2195914.1501332084
Suburban,5983,4,5,36,2422820.0384541843
Urban,2506,2,1,54,1279264.6792527088
Urban,4684,1,2,88,1969184.8283485381
Rural,3100,3,5,71,718346.3608604427
Urban,2309,3,2,43,1302472.1653411018
Urban,4891,2,2,26,2256246.7006240087
Suburban,1958,7,1,31,1117788.4342621386
Urban,2333,6,1,10,1512060.3284052499
Rural,5999,6,5,22,1474694.1079658922
Urban,759,6,4,3,1152812.4895933485
Rural,1483,5,2,1,469010.3367348497
Rural,5907,2,1,4,1109527.9627189394
Rural,3077,5,5,98,799998.0723038501
Suburban,3390,4,5,92,1567017.0671497243
Suburban,762,5,5,30,871077.9697261977
Rural,4092,3,3,90,866770.9437064566
Urban,4353,5,2,94,2211447.1916215434
Rural,830,1,5,62,277436.4251011964
Rural,4719,3,3,44,1013395.4796567021
Urban,1971,7,2,14,1510178.7494302457
Urban,2632,3,1,44,1342146.0547358138
Suburban,1279,7,5,78,1084405.1946564969
Suburban,5707,3,5,59,2351557.1480651493
Rural,1903,3,2,58,520649.24050943495
Rural,1981,1,4,14,549758.1516229883
Urban,1310,7,5,84,1251594.0565484005
Urban,3458,4,5,56,2083820.9856003365
Suburban,1998,1,1,65,817822.6558100034
Suburban,5301,6,2,76,2164852.5934878946
Rural,3402,5,3,17,884512.8404004247
Suburban,3433,2,4,60,1528495.8286225828
Rural,1225,2,3,46,282550.22053040995
Urban,1071,4,5,45,1029352.7890139108
Rural,2699,3,5,87,728785.3917893094
Rural,2668,1,3,91,517733.735751958
Rural,3196,1,2,20,670943.7050247036
Suburban,5019,1,3,85,1755874.9766324647
Urban,1433,7,2,30,1255980.246505236
Suburban,2204,4,5,87,1164114.5921976964
Rural,4878,1,2,20,903771.2459193226
Rural,1799,4,2,42,371049.9637974749
Urban,3949,3,5,36,2144143.504394364
Suburban,3663,2,2,20,1411016.1091717493
Rural,716,1,4,31,325432.64834758267
Suburban,1292,2,5,25,716243.8577310758
Urban,1852,4,2,75,1141983.6329649233
Rural,5737,6,4,32,1301240.5414606375
Urban,4835,3,1,40,2277890.2241710224
Suburban,3127,2,2,88,1171806.1026777169
Suburban,1851,6,2,16,1050959.072350411
Suburban,4079,4,5,86,1728302.6469306238
Urban,3945,4,5,59,2237806.848193563
Suburban,917,1,5,77,527130.1481312118
Suburban,4063,6,5,3,2059997.068060355
Urban,1428,4,3,90,818028.8259984287
Rural,3996,2,4,15,960553.485074809
Urban,4036,7,2,2,2375647.6563756154
Urban,3477,3,3,20,1866063.7701608909
Suburban,5327,6,1,87,2150207.9773175544
Urban,4871,1,5,58,2318519.102497695
Rural,4923,5,5,59,1110715.7542911866
Urban,5923,7,5,63,3217790.095146429
Suburban,5192,1,4,71,1962902.1947919629
Rural,1050,1,2,0,376329.8656972003
Urban,2163,7,4,70,1533037.4295804761
Urban,5883,1,3,41,2612281.910297202
Suburban,4395,5,2,84,1748881.951672894
Suburban,4433,4,5,26,1971463.9412493666
Suburban,2199,1,1,35,1019536.123892078
Urban,1694,6,5,42,1500342.8721512887
Suburban,4225,5,4,53,1903945.2779500363
Urban,4125,6,2,45,2244768.8609958035
Rural,1644,3,5,76,423100.0334385771
Rural,4732,4,4,43,950943.601262876
Suburban,5631,1,1,41,1960301.930896424
Rural,763,6,4,16,374984.687213807
Rural,4377,6,3,13,1083794.3073685146
Rural,5337,5,2,3,1216309.9113696765
Urban,2984,2,3,44,1520856.8409171721
Urban,511,7,5,77,994885.1395786633
Rural,4417,3,3,62,1032090.9134143989
